7.812500000000000000e-01 3.703703703703703276e+00 8.000000000000000444e-01 4.489795918367346594e+00 4.132231404958678134e+00 2.721893491124260933e+00 8.996539792387542311e-01 2.770083102493074989e-01 4.347826086956521507e+00 3.448275862068965747e+00 3.225806451612903025e+00 2.702702702702702631e+00 2.439024390243902385e+00 2.325581395348837344e+00 2.127659574468085069e+00 1.886792452830188482e+00 1.694915254237288060e+00 1.639344262295082011e+00 1.492537313432835688e+00 1.408450704225352235e+00 1.369863013698630061e+00 1.265822784810126667e+00 1.204819277108433617e+00 1.123595505617977608e+00
3.281250000000000000e+00 9.259259259259258190e-01 1.799999999999999822e+00 3.061224489795918435e-01 4.586776859504132275e+00 3.106508875739645070e+00 1.193771626297577715e+00 5.401662049861495341e-01 4.565217391304347672e+00 3.620689655172413701e+00 3.387096774193548043e+00 2.837837837837837718e+00 2.560975609756097615e+00 2.441860465116278966e+00 2.234042553191489144e+00 1.981132075471697895e+00 1.779661016949152463e+00 1.721311475409835978e+00 1.567164179104477695e+00 1.478873239436619746e+00 1.438356164383561620e+00 1.329113924050632889e+00 1.265060240963855609e+00 1.179775280898876400e+00
2.031250000000000000e+00 2.592592592592592560e+00 2.800000000000000266e+00 1.020408163265306145e+00 8.264462809917355601e-02 3.491124260355029651e+00 1.487889273356401532e+00 8.033240997229916802e-01 4.782608695652173836e+00 3.793103448275862100e+00 3.548387096774193949e+00 2.972972972972973249e+00 2.682926829268292845e+00 2.558139534883721034e+00 2.340425531914893664e+00 2.075471698113207530e+00 1.864406779661016866e+00 1.803278688524590168e+00 1.641791044776119479e+00 1.549295774647887480e+00 1.506849315068492956e+00 1.392405063291139111e+00 1.325301204819277157e+00 1.235955056179775191e+00
4.531250000000000000e+00 4.259259259259258634e+00 3.800000000000000711e+00 1.734693877551020336e+00 5.371900826446280863e-01 3.875739644970414677e+00 1.782006920415224682e+00 1.066481994459833826e+00 9.451795841209829907e-03 3.965517241379310498e+00 3.709677419354838968e+00 3.108108108108108780e+00 2.804878048780488076e+00 2.674418604651162656e+00 2.446808510638297740e+00 2.169811320754716721e+00 1.949152542372881491e+00 1.885245901639344357e+00 1.716417910447761042e+00 1.619718309859154992e+00 1.575342465753424515e+00 1.455696202531645556e+00 1.385542168674698704e+00 1.292134831460673983e+00
4.687500000000000000e-01 1.481481481481481399e+00 4.800000000000000711e+00 2.448979591836734748e+00 9.917355371900826722e-01 4.260355029585799258e+00 2.076124567474048277e+00 1.329639889196675639e+00 2.268431001890358900e-01 4.137931034482758896e+00 3.870967741935483986e+00 3.243243243243243423e+00 2.926829268292683306e+00 2.790697674418604723e+00 2.553191489361701816e+00 2.264150943396226356e+00 2.033898305084745672e+00 1.967213114754098324e+00 1.791044776119402826e+00 1.690140845070422504e+00 1.643835616438356073e+00 1.518987341772152000e+00 1.445783132530120696e+00 1.348314606741572996e+00
2.968750000000000000e+00 3.148148148148148362e+00 4.000000000000000083e-02 3.163265306122448717e+00 1.446280991735537036e+00 4.644970414201184283e+00 2.370242214532872094e+00 1.592797783933517675e+00 4.442344045368620264e-01 4.310344827586206407e+00 4.032258064516129004e+00 3.378378378378378066e+00 3.048780487804878092e+00 2.906976744186046790e+00 2.659574468085106336e+00 2.358490566037735992e+00 2.118644067796609853e+00 2.049180327868852736e+00 1.865671641791044610e+00 1.760563380281690238e+00 1.712328767123287632e+00 1.582278481012658222e+00 1.506024096385542244e+00 1.404494382022472010e+00
1.718750000000000000e+00 4.814814814814814881e+00 1.040000000000000036e+00 3.877551020408162685e+00 1.900826446280991844e+00 5.917159763313610543e-02 2.664359861591695910e+00 1.855955678670359932e+00 6.616257088846879686e-01 4.482758620689654805e+00 4.193548387096774022e+00 3.513513513513513598e+00 3.170731707317073322e+00 3.023255813953488413e+00 2.765957446808510856e+00 2.452830188679245182e+00 2.203389830508474478e+00 2.131147540983606703e+00 1.940298507462686617e+00 1.830985915492957750e+00 1.780821917808219190e+00 1.645569620253164445e+00 1.566265060240963791e+00 1.460674157303370801e+00
4.218750000000000000e+00 6.172839506172839164e-02 2.040000000000000036e+00 4.591836734693877098e+00 2.355371900826446652e+00 4.437869822485207560e-01 2.958477508650519283e+00 2.119113573407202189e+00 8.790170132325141328e-01 4.655172413793103203e+00 4.354838709677419040e+00 3.648648648648649129e+00 3.292682926829268553e+00 3.139534883720930480e+00 2.872340425531914487e+00 2.547169811320754818e+00 2.288135593220339103e+00 2.213114754098360670e+00 2.014925373134328179e+00 1.901408450704225261e+00 1.849315068493150527e+00 1.708860759493670889e+00 1.626506024096385561e+00 1.516853932584269593e+00
1.093750000000000000e+00 1.728395061728394966e+00 3.040000000000000480e+00 4.081632653061224025e-01 2.809917355371900349e+00 8.284023668639053373e-01 3.252595155709343100e+00 2.382271468144044224e+00 1.096408317580340075e+00 4.827586206896551602e+00 4.516129032258064058e+00 3.783783783783784216e+00 3.414634146341463783e+00 3.255813953488372547e+00 2.978723404255319007e+00 2.641509433962264008e+00 2.372881355932203284e+00 2.295081967213114638e+00 2.089552238805969964e+00 1.971830985915492995e+00 1.917808219178082085e+00 1.772151898734177333e+00 1.686746987951807331e+00 1.573033707865168385e+00
3.593750000000000000e+00 3.395061728395061262e+00 4.040000000000000036e+00 1.122448979591836649e+00 3.264462809917355379e+00 1.213017751479290141e+00 3.546712802768166028e+00 2.645429362880886259e+00 1.313799621928166461e+00 5.945303210463733119e-03 4.677419354838709076e+00 3.918918918918918859e+00 3.536585365853659013e+00 3.372093023255813726e+00 3.085106382978723527e+00 2.735849056603773644e+00 2.457627118644067910e+00 2.377049180327869049e+00 2.164179104477611748e+00 2.042253521126760507e+00 1.986301369863013644e+00 1.835443037974683556e+00 1.746987951807228878e+00 1.629213483146067620e+00
