6.250000000000000000e-01 2.962962962962962798e+00 6.400000000000000133e-01 3.591836734693877542e+00 3.305785123966942241e+00 2.177514792899408747e+00 7.197231833910033849e-01 2.216066481994459769e-01 3.478260869565217295e+00 2.758620689655172598e+00 2.580645161290322509e+00 2.162162162162162282e+00 1.951219512195121908e+00 1.860465116279069742e+00 1.702127659574468099e+00 1.509433962264150830e+00 1.355932203389830448e+00 1.311475409836065698e+00 1.194029850746268551e+00 1.126760563380281743e+00 1.095890410958904049e+00 1.012658227848101333e+00 9.638554216867469826e-01 8.988764044943819975e-01
2.625000000000000000e+00 7.407407407407406996e-01 1.439999999999999947e+00 2.448979591836734637e-01 3.669421487603305998e+00 2.485207100591716234e+00 9.550173010380622607e-01 4.321329639889196494e-01 3.652173913043478048e+00 2.896551724137931050e+00 2.709677419354838523e+00 2.270270270270270174e+00 2.048780487804878092e+00 1.953488372093023173e+00 1.787234042553191404e+00 1.584905660377358361e+00 1.423728813559322015e+00 1.377049180327868827e+00 1.253731343283582156e+00 1.183098591549295753e+00 1.150684931506849251e+00 1.063291139240506222e+00 1.012048192771084487e+00 9.438202247191010974e-01
1.625000000000000000e+00 2.074074074074073959e+00 2.240000000000000213e+00 8.163265306122449161e-01 6.611570247933884481e-02 2.792899408284023721e+00 1.190311418685121136e+00 6.426592797783933220e-01 3.826086956521739246e+00 3.034482758620689502e+00 2.838709677419354982e+00 2.378378378378378510e+00 2.146341463414634276e+00 2.046511627906976827e+00 1.872340425531914931e+00 1.660377358490565891e+00 1.491525423728813582e+00 1.442622950819672178e+00 1.313432835820895539e+00 1.239436619718309984e+00 1.205479452054794454e+00 1.113924050632911333e+00 1.060240963855421770e+00 9.887640449438201973e-01
3.625000000000000000e+00 3.407407407407406996e+00 3.040000000000000480e+00 1.387755102040816313e+00 4.297520661157024913e-01 3.100591715976331653e+00 1.425605536332179790e+00 8.531855955678669945e-01 7.561436672967864099e-03 3.172413793103448398e+00 2.967741935483870996e+00 2.486486486486486847e+00 2.243902439024390461e+00 2.139534883720930036e+00 1.957446808510638236e+00 1.735849056603773422e+00 1.559322033898305149e+00 1.508196721311475530e+00 1.373134328358208922e+00 1.295774647887323994e+00 1.260273972602739656e+00 1.164556962025316444e+00 1.108433734939759052e+00 1.033707865168539186e+00
3.750000000000000000e-01 1.185185185185185119e+00 3.840000000000000302e+00 1.959183673469387710e+00 7.933884297520661377e-01 3.408284023668639584e+00 1.660899653979238666e+00 1.063711911357340556e+00 1.814744801512287176e-01 3.310344827586206851e+00 3.096774193548387011e+00 2.594594594594594739e+00 2.341463414634146645e+00 2.232558139534883690e+00 2.042553191489361541e+00 1.811320754716981174e+00 1.627118644067796716e+00 1.573770491803278659e+00 1.432835820895522305e+00 1.352112676056338003e+00 1.315068493150684859e+00 1.215189873417721556e+00 1.156626506024096557e+00 1.078651685393258397e+00
2.375000000000000000e+00 2.518518518518518601e+00 3.200000000000000067e-02 2.530612244897958885e+00 1.157024793388429673e+00 3.715976331360947071e+00 1.896193771626297542e+00 1.274238227146814229e+00 3.553875236294896101e-01 3.448275862068965303e+00 3.225806451612903025e+00 2.702702702702702631e+00 2.439024390243902385e+00 2.325581395348837344e+00 2.127659574468085069e+00 1.886792452830188704e+00 1.694915254237288060e+00 1.639344262295082011e+00 1.492537313432835688e+00 1.408450704225352235e+00 1.369863013698630061e+00 1.265822784810126667e+00 1.204819277108433839e+00 1.123595505617977608e+00
1.375000000000000000e+00 3.851851851851851638e+00 8.320000000000000728e-01 3.102040816326530059e+00 1.520661157024793431e+00 4.733727810650888157e-02 2.131487889273356640e+00 1.484764542936287901e+00 5.293005671077504193e-01 3.586206896551724199e+00 3.354838709677419040e+00 2.810810810810810967e+00 2.536585365853658569e+00 2.418604651162790553e+00 2.212765957446808596e+00 1.962264150943396235e+00 1.762711864406779627e+00 1.704918032786885362e+00 1.552238805970149294e+00 1.464788732394366244e+00 1.424657534246575263e+00 1.316455696202531556e+00 1.253012048192771122e+00 1.168539325842696597e+00
3.375000000000000000e+00 4.938271604938271331e-02 1.632000000000000117e+00 3.673469387755101678e+00 1.884297520661157188e+00 3.550295857988166048e-01 2.366782006920415515e+00 1.695290858725761574e+00 7.032136105860112840e-01 3.724137931034482651e+00 3.483870967741935498e+00 2.918918918918919303e+00 2.634146341463414753e+00 2.511627906976744207e+00 2.297872340425531679e+00 2.037735849056603765e+00 1.830508474576271194e+00 1.770491803278688714e+00 1.611940298507462677e+00 1.521126760563380254e+00 1.479452054794520466e+00 1.367088607594936667e+00 1.301204819277108404e+00 1.213483146067415586e+00
8.750000000000000000e-01 1.382716049382715973e+00 2.432000000000000384e+00 3.265306122448979331e-01 2.247933884297520279e+00 6.627218934911243142e-01 2.602076124567474391e+00 1.905817174515235246e+00 8.771266540642721488e-01 3.862068965517241104e+00 3.612903225806451513e+00 3.027027027027027195e+00 2.731707317073170938e+00 2.604651162790697860e+00 2.382978723404255206e+00 2.113207547169811296e+00 1.898305084745762761e+00 1.836065573770491843e+00 1.671641791044776060e+00 1.577464788732394485e+00 1.534246575342465668e+00 1.417721518987341778e+00 1.349397590361445909e+00 1.258426966292134797e+00
2.875000000000000000e+00 2.716049382716049010e+00 3.232000000000000206e+00 8.979591836734692745e-01 2.611570247933884481e+00 9.704142011834320236e-01 2.837370242214532823e+00 2.116343490304708919e+00 1.051039697542533125e+00 4.756242568370986495e-03 3.741935483870967527e+00 3.135135135135135087e+00 2.829268292682927122e+00 2.697674418604651070e+00 2.468085106382978733e+00 2.188679245283018826e+00 1.966101694915254328e+00 1.901639344262295195e+00 1.731343283582089443e+00 1.633802816901408494e+00 1.589041095890410871e+00 1.468354430379746889e+00 1.397590361445783191e+00 1.303370786516854007e+00
